schema_version,formula_id,online_label_mode,traces,late_traces,late_fraction,lag_cells_median,lag_cells_p95,lag_cells_max,additional_monitor_compute_s_median,late_additional_monitor_compute_s_median
rq2.v1,eventual_next_alias,sound_default,256,0,0.0,0.0,0.0,0,0.0,0.0
rq2.v1,eventual_next_alias,exact_online,256,0,0.0,0.0,0.0,0,0.0,0.0
rq2.v1,next_offset_alias,sound_default,16,8,0.5,0.5,1.0,1,0.00011282449850114062,0.00026202600020042155
rq2.v1,next_offset_alias,exact_online,16,0,0.0,0.0,0.0,0,0.0,0.0
rq2.v1,globally_next_alias,sound_default,32,32,1.0,1.5,4.449999999999999,5,0.00042843800110858865,0.00042843800110858865
rq2.v1,globally_next_alias,exact_online,32,0,0.0,0.0,0.0,0,0.0,0.0
rq2.v1,until_next_alias,sound_default,4096,1606,0.39208984375,0.0,1.0,1,0.0,0.00023890600095910486
rq2.v1,until_next_alias,exact_online,4096,0,0.0,0.0,0.0,0,0.0,0.0
