schema_version,formula_id,monitor_id,architecture,construction,backend,workload_mode,timing_boundary,requested_device,effective_device,trace_profile,trace_length,batch_size,repetitions,timing_sample_count,latency_s_per_trace_median,latency_s_per_trace_ci95_low,latency_s_per_trace_ci95_high,latency_s_per_batch_p95,throughput_traces_s_median,throughput_traces_s_ci95_low,throughput_traces_s_ci95_high,compile_s_median,compile_s_ci95_low,compile_s_ci95_high,processed_cell_fraction_median,persistent_host_rss_delta_bytes_median,peak_runtime_host_rss_bytes_median,fallbacks
rq4.v1,atomic_control,symbolic_guarded,symbolic_dfa,canonical_dfa,guarded_edges,deployment,end_to_end,cpu,cpu,early_late_boundary,64,64,5,35,4.056502187381739e-05,3.9576715912723806e-05,4.1090321183724475e-05,0.0026962712151755407,24651.780125020665,24336.631381603594,25267.382018387805,0.06652155999836395,0.06309472100110725,0.06868197299991152,0.015625,0.0,442441728.0,0
rq4.v1,atomic_control,symbolic_guarded,symbolic_dfa,canonical_dfa,guarded_edges,deployment,end_to_end,cuda,cpu,early_late_boundary,64,1,5,35,4.184721563383398e-05,4.0725518815456444e-05,4.20970107610618e-05,4.606284189323045e-05,23896.452484439324,23754.65578009552,24554.628868729666,0.06679877400165424,0.06461593199855997,0.07318796699837549,0.015625,0.0,442273792.0,0
rq4.v1,atomic_control,symbolic_guarded,symbolic_dfa,canonical_dfa,guarded_edges,deployment,end_to_end,cuda,cpu,early_late_boundary,64,64,5,35,3.968852272671277e-05,3.933636631674947e-05,4.018841476946281e-05,0.002661997505952104,25196.201100398725,24882.792858001718,25421.768547396277,0.06679877400165424,0.06461593199855997,0.07318796699837549,0.015625,0.0,442273792.0,0
rq4.v1,ijcnn_balanced_n4,deepdfa_dense,deepdfa,fixed_dfa,dense,capacity,core_native,cpu,cpu,uniform_bernoulli_p0.5,64,1,5,35,0.0012301693600602448,0.0012228615000064262,0.0013706597499347278,0.0014520483527582352,812.8962015043419,729.5756660598088,817.7540956148713,0.11179481799990754,0.10988490899762837,0.11432604499714216,1.0,5083136.0,453083136.0,0
rq4.v1,ijcnn_balanced_n4,deepdfa_dense,deepdfa,fixed_dfa,dense,capacity,core_native,cpu,cpu,uniform_bernoulli_p0.5,64,32,5,35,0.00011013303125650964,0.00010674379101516251,0.00011072377343879225,0.0036371608624449435,9079.928052383402,9031.484106281809,9368.226390403861,0.11179481799990754,0.10988490899762837,0.11432604499714216,1.0,5083136.0,453083136.0,0
rq4.v1,ijcnn_balanced_n4,deepdfa_dense,deepdfa,fixed_dfa,dense,capacity,core_native,cpu,cpu,uniform_bernoulli_p0.5,64,128,5,35,7.995207812427907e-05,7.848840755286801e-05,8.169126757451295e-05,0.011129515374886977,12507.492281133462,12241.210470725911,12740.734984671752,0.11179481799990754,0.10988490899762837,0.11432604499714216,1.0,5083136.0,453083136.0,0
rq4.v1,ijcnn_balanced_n4,deepdfa_dense,deepdfa,fixed_dfa,dense,capacity,end_to_end,cpu,cpu,uniform_bernoulli_p0.5,64,1,5,35,0.0013117930952181009,0.0012725648636908525,0.0013194146522437222,0.0014012279217675548,762.3153404643729,757.9118500006472,785.8145612316172,0.11551008800233831,0.1130156370018085,0.11789787499947124,1.0,5054464.0,454402048.0,0
rq4.v1,ijcnn_balanced_n4,deepdfa_dense,deepdfa,fixed_dfa,dense,capacity,end_to_end,cpu,cpu,uniform_bernoulli_p0.5,64,32,5,35,0.000188468565625044,0.00018543776250226073,0.00019022718750250078,0.00652436620728622,5305.924607021673,5256.872128159145,5392.644877214848,0.11551008800233831,0.1130156370018085,0.11789787499947124,1.0,5054464.0,454402048.0,0
rq4.v1,ijcnn_balanced_n4,deepdfa_dense,deepdfa,fixed_dfa,dense,capacity,end_to_end,cpu,cpu,uniform_bernoulli_p0.5,64,128,5,35,0.00015607611327084214,0.00015405739843288302,0.00015867451170947788,0.021019527650241798,6407.13033559901,6302.209404815634,6491.087154348268,0.11551008800233831,0.1130156370018085,0.11789787499947124,1.0,5054464.0,454402048.0,0
rq4.v1,ijcnn_balanced_n4,deepdfa_dense,deepdfa,fixed_dfa,dense,deployment,end_to_end,cpu,cpu,early_late_boundary,64,1,5,35,0.0014255054000386735,0.001379135499973927,0.0014505113333490001,0.0015253059471316583,701.5055852982881,689.4120556032879,725.0919144775154,0.11346469099953538,0.11087262400178588,0.11714948200096842,1.0,5160960.0,452898816.0,0
rq4.v1,ijcnn_balanced_n4,deepdfa_dense,deepdfa,fixed_dfa,dense,deployment,end_to_end,cpu,cpu,early_late_boundary,64,64,5,35,0.0002212597656239268,0.00021669190624606927,0.00023020381246396937,0.014923672501026886,4519.574524451458,4343.976710448774,4614.847030162852,0.11346469099953538,0.11087262400178588,0.11714948200096842,1.0,5160960.0,452898816.0,0
rq4.v1,ijcnn_balanced_n4,deepdfa_factored,deepdfa,fixed_dfa,factored_cubes,capacity,core_native,cpu,cpu,uniform_bernoulli_p0.5,64,1,5,35,0.002273767100086843,0.002231243250056044,0.0023461323333625237,0.002640674584598365,439.7987814854945,426.23341649564156,448.18062753798006,0.11962404800215154,0.11302123099812889,0.17369769799915957,1.0,5971968.0,454836224.0,0
rq4.v1,ijcnn_balanced_n4,deepdfa_factored,deepdfa,fixed_dfa,factored_cubes,capacity,core_native,cpu,cpu,uniform_bernoulli_p0.5,64,32,5,35,0.00014486391926501105,0.00014327618749613671,0.00014834023750154302,0.005057738199957384,6903.030133891523,6741.259262104108,6979.526866786317,0.11962404800215154,0.11302123099812889,0.17369769799915957,1.0,5971968.0,454836224.0,0
