schema_version,run_id,cell_id,formula_id,formula_family,monitor_id,monitor_name,architecture,construction,backend,requested_device,effective_device,workload_mode,timing_boundary,boundary_detail,trace_profile,trace_seed,repetition,trace_length,batch_size,early_termination,warmup_iterations,measurement_blocks,inner_iterations,status,median_duration_s_per_batch,p95_duration_s_per_batch,median_duration_s_per_trace,median_duration_s_per_cell,throughput_traces_s,throughput_cells_s,offered_traces,offered_cells,processed_traces,processed_cells,processed_cell_fraction,semantic_decision_indices_json,strata_counts_json,timing_samples_json,persistent_tensor_bytes,persistent_host_rss_delta_bytes,peak_runtime_host_rss_bytes,peak_runtime_gpu_allocated_bytes,peak_runtime_gpu_reserved_bytes,warnings_json,failure_reason
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::rulerunner_progression_flat::r4::l64::b32,nested_next_control,repair_control,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,5741,4,64,32,False,2,7,8,success,0.006547741375015903,0.00720602766259617,0.00020461691796924697,3.197139343269484e-06,4887.1814213832295,312779.6109685267,32,2048,32,2048,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 32}","[0.006547741375015903, 0.006545239499700983, 0.00680106749996412, 0.0064317161250073696, 0.006535777624776529, 0.006916222499967262, 0.007330229875151417]",552,4825088,708255744,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::rulerunner_progression_flat::r4::l64::b128,nested_next_control,repair_control,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,5741,4,64,128,False,2,7,4,success,0.013173774000279082,0.013637245000336405,0.00010292010937718032,1.6081267090184426e-06,9716.274166938674,621841.5466840751,128,8192,128,8192,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 128}","[0.013729872250223707, 0.013421114750599372, 0.013010123249841854, 0.01335341449976113, 0.013173774000279082, 0.01310573699993256, 0.013082976750411035]",552,4825088,708255744,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r0::l64::b1,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,1301,0,64,1,False,2,7,24,success,0.0012229837916493125,0.0013051854166405974,0.0012229837916493125,1.9109121744520507e-05,817.6723247095555,52331.02878141155,1,64,1,64,1.0,[2],"{""uniform_bernoulli_p0.5"": 1}","[0.0012117734583322697, 0.0012005469999773293, 0.001338253416633961, 0.0012280267499894155, 0.001226698958362249, 0.0012144875001164717, 0.0012229837916493125]",260,3854336,452567040,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r0::l64::b32,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,1301,0,64,32,False,2,7,14,success,0.004250615142934423,0.00432841166433978,0.00013283172321670072,2.0754956752609488e-06,7528.322119021276,481812.6156173617,32,2048,32,2048,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 32}","[0.004328023714281569, 0.004250615142934423, 0.004170324000110018, 0.004237368428480944, 0.004298702785880388, 0.004232222428722058, 0.004328577928650442]",260,3854336,452567040,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r0::l64::b128,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,1301,0,64,128,False,2,7,2,success,0.017130005500803236,0.017803921100130536,0.00013382816797502528,2.09106512460977e-06,7472.268470316487,478225.18210025516,128,8192,128,8192,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 128}","[0.01583519500127295, 0.016909050500544254, 0.017461195500800386, 0.017119574000389548, 0.017293237000558292, 0.017130005500803236, 0.01795080349984346]",260,3854336,452567040,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r1::l64::b1,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,2411,1,64,1,False,2,7,44,success,0.0012292033182099906,0.0012411113727466728,0.0012292033182099906,1.9206301847031103e-05,813.5350638788019,52066.24408824332,1,64,1,64,1.0,[2],"{""uniform_bernoulli_p0.5"": 1}","[0.0012251455000296119, 0.001242500727295754, 0.0012309964545651878, 0.0012378695454654835, 0.001219084204504642, 0.0012235096136547245, 0.0012292033182099906]",260,3870720,452579328,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r1::l64::b32,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,2411,1,64,32,False,2,7,14,success,0.004320650785822571,0.004964067435633167,0.00013502033705695534,2.109692766514927e-06,7406.2916875860865,474002.66800550953,32,2048,32,2048,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 32}","[0.005162756857056853, 0.004464064785549583, 0.004320650785822571, 0.004205121785811831, 0.004238160642801502, 0.0045004587856445665, 0.004206058357210297]",260,3870720,452579328,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r1::l64::b128,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,2411,1,64,128,False,2,7,2,success,0.017079595500035794,0.019199247249162,0.00013343433984402964,2.084911560062963e-06,7494.32268461696,479636.65181548544,128,8192,128,8192,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 128}","[0.016665992499838467, 0.018276669999977457, 0.016852799000844243, 0.017079595500035794, 0.019594637498812517, 0.018032181500529987, 0.015875200999289518]",260,3870720,452579328,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r2::l64::b1,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,3527,2,64,1,False,2,7,34,success,0.0012927832353050368,0.0013721117705512477,0.0012927832353050368,2.01997380516412e-05,773.52488235512,49505.59247072768,1,64,1,64,1.0,[2],"{""uniform_bernoulli_p0.5"": 1}","[0.0013832415587624863, 0.0013439301470926318, 0.001346142264725024, 0.0012927832353050368, 0.0012812805882062735, 0.0012642059706088143, 0.0012863306176715175]",260,3796992,452800512,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r2::l64::b32,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,3527,2,64,32,False,2,7,14,success,0.004192767142740195,0.0043567392500335695,0.00013102397321063108,2.0472495814161107e-06,7632.191083019771,488460.22931326536,32,2048,32,2048,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 32}","[0.004186460142851242, 0.004375317285718795, 0.00423213014281438, 0.004313390500101377, 0.004152934714251647, 0.0041640717858432, 0.004192767142740195]",260,3796992,452800512,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r2::l64::b128,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,3527,2,64,128,False,2,7,2,success,0.017257203500776086,0.02041429104938288,0.00013482190234981317,2.106592224215831e-06,7417.192478158099,474700.31860211835,128,8192,128,8192,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 128}","[0.019556069000827847, 0.02078210049876361, 0.017257203500776086, 0.017331000501144445, 0.015767991500979406, 0.0162794664993271, 0.015596799999912037]",260,3796992,452800512,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r3::l64::b1,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,4637,3,64,1,False,2,7,23,success,0.0012354584347201087,0.001429422386971292,0.0012354584347201087,1.93040380425017e-05,809.4161421355698,51802.633096676465,1,64,1,64,1.0,[2],"{""uniform_bernoulli_p0.5"": 1}","[0.0014782965217423423, 0.0013153827391721754, 0.0012354584347201087, 0.0013122781739461377, 0.0012325753479039438, 0.0011979553479329259, 0.001199935478286099]",260,3821568,452624384,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r3::l64::b32,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,4637,3,64,32,False,2,7,14,success,0.004207533499928624,0.005203761521235199,0.0001314854218727695,2.0544597167620234e-06,7605.405875091154,486745.9760058338,32,2048,32,2048,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 32}","[0.004134404785613047, 0.004207533499928624, 0.004225503214131875, 0.00441061507133002, 0.004173886357291069, 0.004153329142874489, 0.00554368142833742]",260,3821568,452624384,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r3::l64::b128,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,4637,3,64,128,False,2,7,2,success,0.017279480500292266,0.018098389649458112,0.00013499594140853333,2.1093115845083332e-06,7407.630107735878,474088.32689509616,128,8192,128,8192,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 128}","[0.017310733999693184, 0.01661021350082592, 0.01744120550029038, 0.016629268000542652, 0.017279480500292266, 0.018380039999101427, 0.01690946950111538]",260,3821568,452624384,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r4::l64::b1,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,5741,4,64,1,False,2,7,23,success,0.0012787207825053686,0.0013575052783182954,0.0012787207825053686,1.9980012226646384e-05,782.031553472309,50050.01942222778,1,64,1,64,1.0,[2],"{""uniform_bernoulli_p0.5"": 1}","[0.0013694477826863042, 0.001297029695706442, 0.0013296394347929415, 0.0012747713912888328, 0.0012787207825053686, 0.0012075781739005597, 0.0012181343478479666]",260,3772416,452575232,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r4::l64::b32,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,5741,4,64,32,False,2,7,14,success,0.004143015571441667,0.0043402692642173085,0.0001294692366075521,2.0229568219930016e-06,7723.842560616973,494325.9238794863,32,2048,32,2048,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 32}","[0.004155731214268599, 0.004111851143014584, 0.004143015571441667, 0.0043117837142615046, 0.004138106142948216, 0.004132746928787258, 0.00435247735705551]",260,3772416,452575232,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_dense::r4::l64::b128,nested_next_control,repair_control,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,5741,4,64,128,False,2,7,2,success,0.01773414099989168,0.018209496449344442,0.00013854797656165374,2.1648121337758397e-06,7217.716381119437,461933.84839164396,128,8192,128,8192,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 128}","[0.017946521498743095, 0.016812248999485746, 0.017773846000636695, 0.01773414099989168, 0.018322199999602162, 0.017143321500043385, 0.0172208474996296]",260,3772416,452575232,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_factored::r0::l64::b1,nested_next_control,repair_control,deepdfa_factored,DeepDFAMonitorFactored,deepdfa,fixed_dfa,factored_cubes,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,1301,0,64,1,False,2,7,26,success,0.002301474423102963,0.0023768052884546565,0.002301474423102963,3.5960537860983794e-05,434.50406833187833,27808.260373240213,1,64,1,64,1.0,[2],"{""uniform_bernoulli_p0.5"": 1}","[0.0022516706922033336, 0.0022748083461360345, 0.002327943153851755, 0.002289668153865093, 0.002301474423102963, 0.0023871073461542926, 0.002352767153822172]",156,4558848,454029312,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_factored::r0::l64::b32,nested_next_control,repair_control,deepdfa_factored,DeepDFAMonitorFactored,deepdfa,fixed_dfa,factored_cubes,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,1301,0,64,32,False,2,7,10,success,0.005297195599996485,0.005694990959891584,0.00016553736249989016,2.5865212890607837e-06,6040.932300106349,386619.66720680636,32,2048,32,2048,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 32}","[0.005133353500059457, 0.005177030300183105, 0.005297195599996485, 0.005147853500238853, 0.0054013565000786915, 0.0057434024998656245, 0.005582030699952156]",156,4558848,454029312,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_factored::r0::l64::b128,nested_next_control,repair_control,deepdfa_factored,DeepDFAMonitorFactored,deepdfa,fixed_dfa,factored_cubes,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,1301,0,64,128,False,2,7,4,success,0.014017425749443646,0.015012463924995244,0.00010951113866752848,1.7111115416801326e-06,9131.491208724992,584415.4373583995,128,8192,128,8192,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 128}","[0.013611442249384709, 0.014017425749443646, 0.014480493499831937, 0.015240451250065234, 0.013955001999420347, 0.0139165350001349, 0.014197290750416869]",156,4558848,454029312,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_factored::r1::l64::b1,nested_next_control,repair_control,deepdfa_factored,DeepDFAMonitorFactored,deepdfa,fixed_dfa,factored_cubes,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,2411,1,64,1,False,2,7,22,success,0.0024593737272715025,0.0029056830363598154,0.0024593737272715025,3.842771448861723e-05,406.60758017831955,26022.88513141245,1,64,1,64,1.0,[2],"{""uniform_bernoulli_p0.5"": 1}","[0.0024251462273241486, 0.0024593737272715025, 0.0024492546363035217, 0.002927820363600569, 0.0025491189545308853, 0.0023320645910148, 0.0028540292727980573]",156,4595712,454193152,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_factored::r1::l64::b32,nested_next_control,repair_control,deepdfa_factored,DeepDFAMonitorFactored,deepdfa,fixed_dfa,factored_cubes,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,2411,1,64,32,False,2,7,6,success,0.005101605833260692,0.011339088000325615,0.00015942518228939662,2.491018473271822e-06,6272.534775495817,401442.22563173226,32,2048,32,2048,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 32}","[0.013968167500327885, 0.005165560666379558, 0.0050702898333838675, 0.005064056333139888, 0.005093403832991801, 0.005101605833260692, 0.005204569166987009]",156,4595712,454193152,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_factored::r1::l64::b128,nested_next_control,repair_control,deepdfa_factored,DeepDFAMonitorFactored,deepdfa,fixed_dfa,factored_cubes,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,2411,1,64,128,False,2,7,4,success,0.013703958250516735,0.013926848549544957,0.00010706217383216199,1.672846466127531e-06,9340.367042870515,597783.490743713,128,8192,128,8192,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 128}","[0.013501741999789374, 0.013835162500072329, 0.013703958250516735, 0.013583169999947131, 0.013957762499558157, 0.013520895499823382, 0.013854715999514156]",156,4595712,454193152,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_factored::r2::l64::b1,nested_next_control,repair_control,deepdfa_factored,DeepDFAMonitorFactored,deepdfa,fixed_dfa,factored_cubes,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,3527,2,64,1,False,2,7,24,success,0.0024152062084491868,0.0025403070500639537,0.0024152062084491868,3.773759700701854e-05,414.0433212293305,26498.772558677152,1,64,1,64,1.0,[2],"{""uniform_bernoulli_p0.5"": 1}","[0.002329999916582892, 0.0023265371251000033, 0.0024597777916521104, 0.0025572920000437684, 0.0023392347501006347, 0.0025006755001110528, 0.0024152062084491868]",156,4657152,454094848,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_end_to_end::nested_next_control::deepdfa_factored::r2::l64::b32,nested_next_control,repair_control,deepdfa_factored,DeepDFAMonitorFactored,deepdfa,fixed_dfa,factored_cubes,cpu,cpu,capacity,end_to_end,numpy boolean cube -> Observation mappings -> public monitor verdicts,uniform_bernoulli_p0.5,3527,2,64,32,False,2,7,10,success,0.005152396199991927,0.005409163469994382,0.0001610123812497477,2.515818457027308e-06,6210.702507708965,397484.96049337374,32,2048,32,2048,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{""uniform_bernoulli_p0.5"": 32}","[0.005128912999862223, 0.005153264800173929, 0.005090836900126306, 0.005152396199991927, 0.005517752100058715, 0.00509800500003621, 0.005155789999844273]",156,4657152,454094848,,,[],
