schema_version,formula_id,workload_mode,timing_boundary,requested_device,effective_device,trace_length,batch_size,monitor_id,latency_s_per_trace_median,compile_s_median,persistent_host_rss_delta_bytes_median,pareto_optimal,dominated_by_json
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,1,rulerunner_progression_flat,0.004400361999917853,0.05768508199980715,4825088.0,True,[]
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,1,symbolic_guarded,5.975384497840296e-05,0.06803127499733819,inf,True,[]
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,32,deepdfa_dense,9.045950521150796e-05,0.06833245499728946,3776512.0,True,[]
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,32,deepdfa_factored,0.0001234794598222574,0.06958379700154183,4665344.0,False,"[""deepdfa_dense""]"
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,32,rulerunner_bounded_flat_default,0.001021500625029148,0.1268870500025514,7159808.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,32,rulerunner_bounded_flat_exact,0.0010337383437217795,0.16866633700192324,7430144.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_bounded_flat_default"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,32,rulerunner_original_flat,0.00029447239063529196,0.05556006999904639,5169152.0,True,[]
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,32,rulerunner_progression_flat,0.00016677998750083133,0.05768508199980715,4825088.0,True,[]
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,32,symbolic_guarded,5.7987321876377486e-05,0.06803127499733819,inf,True,[]
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,128,deepdfa_dense,8.260313867225477e-05,0.06833245499728946,3776512.0,True,[]
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,128,deepdfa_factored,6.926554687917512e-05,0.06958379700154183,4665344.0,True,[]
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,128,rulerunner_bounded_flat_default,0.0016545008047046394,0.1268870500025514,7159808.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,128,rulerunner_bounded_flat_exact,0.0019034021484287678,0.16866633700192324,7430144.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_bounded_flat_default"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,128,rulerunner_original_flat,0.00010603579687540332,0.05556006999904639,5169152.0,True,[]
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,128,rulerunner_progression_flat,6.444299479350472e-05,0.05768508199980715,4825088.0,True,[]
rq4.v1,nested_next_control,capacity,core_native,cpu,cpu,64,128,symbolic_guarded,5.709313671786731e-05,0.06803127499733819,inf,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,1,deepdfa_dense,0.0012354584347201087,0.06835334900097223,3821568.0,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,1,deepdfa_factored,0.0023423873181772333,0.07017015100063873,4558848.0,False,"[""deepdfa_dense""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,1,rulerunner_bounded_flat_default,0.008264059499803503,0.12725318200318725,7159808.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,1,rulerunner_bounded_flat_exact,0.00842031316703166,0.16538773000138463,7430144.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_bounded_flat_default"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,1,rulerunner_original_flat,0.0078014863332403666,0.056219406997115584,5222400.0,False,"[""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,1,rulerunner_progression_flat,0.004348828833220371,0.05603630800032988,4825088.0,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,1,symbolic_guarded,9.902356713716116e-05,0.06737711300229421,inf,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,32,deepdfa_dense,0.0001314854218727695,0.06835334900097223,3821568.0,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,32,deepdfa_factored,0.00016367526250178345,0.07017015100063873,4558848.0,False,"[""deepdfa_dense""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,32,rulerunner_bounded_flat_default,0.0010848154687437273,0.12725318200318725,7159808.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,32,rulerunner_bounded_flat_exact,0.0010783428750755775,0.16538773000138463,7430144.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,32,rulerunner_original_flat,0.00034123849218303803,0.056219406997115584,5222400.0,False,"[""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,32,rulerunner_progression_flat,0.00020461691796924697,0.05603630800032988,4825088.0,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,32,symbolic_guarded,9.744459201657365e-05,0.06737711300229421,inf,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,128,deepdfa_dense,0.00013482190234981317,0.06835334900097223,3821568.0,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,128,deepdfa_factored,0.00010755209570589841,0.07017015100063873,4558848.0,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,128,rulerunner_bounded_flat_default,0.0017926745156273682,0.12725318200318725,7159808.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,128,rulerunner_bounded_flat_exact,0.0019158183671947882,0.16538773000138463,7430144.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_bounded_flat_default"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,128,rulerunner_original_flat,0.00014533833984842204,0.056219406997115584,5222400.0,False,"[""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,128,rulerunner_progression_flat,0.00010285241992136207,0.05603630800032988,4825088.0,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cpu,cpu,64,128,symbolic_guarded,9.914367772978494e-05,0.06737711300229421,inf,True,[]
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,1,deepdfa_dense,0.0012179660951958447,0.06630552600108786,3833856.0,True,[]
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,1,deepdfa_factored,0.002318681416909385,0.071267010000156,4608000.0,False,"[""deepdfa_dense""]"
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,1,rulerunner_bounded_flat_default,0.008015143500112268,0.12911923399951775,7159808.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,1,rulerunner_bounded_flat_exact,0.008018315499915237,0.15776212100172415,7430144.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_bounded_flat_default"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,1,rulerunner_original_flat,0.00783203583341674,0.053886679001152515,5165056.0,True,[]
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,1,rulerunner_progression_flat,0.004309047583471208,0.054602381998847704,4829184.0,True,[]
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,1,symbolic_guarded,4.4295514489872934e-05,0.06710124600067502,inf,True,[]
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,64,deepdfa_dense,0.00011139641406998635,0.06630552600108786,3833856.0,True,[]
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,64,deepdfa_factored,0.00012326096875388734,0.071267010000156,4608000.0,False,"[""deepdfa_dense""]"
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,64,rulerunner_bounded_flat_default,0.0008472658281561962,0.12911923399951775,7159808.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,64,rulerunner_bounded_flat_exact,0.0008490194375099236,0.15776212100172415,7430144.0,False,"[""deepdfa_dense"", ""deepdfa_factored"", ""rulerunner_bounded_flat_default"", ""rulerunner_original_flat"", ""rulerunner_progression_flat""]"
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,64,rulerunner_original_flat,0.0002070734648356165,0.053886679001152515,5165056.0,True,[]
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,64,rulerunner_progression_flat,0.00013111142969535194,0.054602381998847704,4829184.0,True,[]
rq4.v1,nested_next_control,deployment,end_to_end,cpu,cpu,64,64,symbolic_guarded,4.2168362214893435e-05,0.06710124600067502,inf,True,[]
rq4.v1,nested_next_control,capacity,core_native,cuda,cpu,64,1,symbolic_guarded,8.853712335478217e-05,0.09873273500124924,inf,True,[]
rq4.v1,nested_next_control,capacity,core_native,cuda,cpu,64,32,symbolic_guarded,8.766654687204007e-05,0.09873273500124924,inf,True,[]
rq4.v1,nested_next_control,capacity,core_native,cuda,cpu,64,128,symbolic_guarded,8.583687890251213e-05,0.09873273500124924,inf,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cuda,cpu,64,1,symbolic_guarded,0.0001508277927469848,0.10087873800148373,inf,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cuda,cpu,64,32,symbolic_guarded,0.000145297164067415,0.10087873800148373,inf,True,[]
rq4.v1,nested_next_control,capacity,end_to_end,cuda,cpu,64,128,symbolic_guarded,0.00014551108593252593,0.10087873800148373,inf,True,[]
rq4.v1,nested_next_control,deployment,end_to_end,cuda,cpu,64,1,symbolic_guarded,6.541533718159445e-05,0.10009327000079793,inf,True,[]
rq4.v1,nested_next_control,deployment,end_to_end,cuda,cpu,64,64,symbolic_guarded,6.422560044581717e-05,0.10009327000079793,inf,True,[]
