monitor_name,formula_name,n_leaves,trace_length,n_traces,n_repeats,mean_s_per_cell,std_s_per_cell,device,early_termination,gpu_name
ProgressionRuleRunnerStructuredMonitor,response,2,9000,100,5,8.0849388268887e-06,1.0233970123093332e-06,cpu,True,
ProgressionRuleRunnerStructuredMonitor,response,2,10000,100,5,7.91430833619961e-06,9.240537795730841e-07,cpu,True,
DeepDFAMonitor,response,2,1000,100,5,3.786036057994352e-06,6.723958733396558e-08,cpu,True,
DeepDFAMonitor,response,2,2000,100,5,3.7867467119976937e-06,3.6784493535831284e-08,cpu,True,
DeepDFAMonitor,response,2,3000,100,5,4.70137286133225e-06,1.1523407963580952e-06,cpu,True,
DeepDFAMonitor,response,2,4000,100,5,4.787629026500326e-06,1.096909192234756e-06,cpu,True,
DeepDFAMonitor,response,2,5000,100,5,4.28603772080096e-06,9.817339262397756e-07,cpu,True,
DeepDFAMonitor,response,2,6000,100,5,4.338104023667256e-06,8.162823614285468e-07,cpu,True,
DeepDFAMonitor,response,2,7000,100,5,4.271245374857245e-06,6.862901802254517e-07,cpu,True,
DeepDFAMonitor,response,2,8000,100,5,4.187213499249992e-06,8.082829820755031e-07,cpu,True,
DeepDFAMonitor,response,2,9000,100,5,4.150515626222235e-06,5.588234272794703e-07,cpu,True,
DeepDFAMonitor,response,2,10000,100,5,4.463107016200592e-06,6.85901175777978e-07,cpu,True,
DeepDFAMonitorFactored,response,2,1000,100,5,4.614514352000697e-06,4.755661544123455e-08,cpu,True,
DeepDFAMonitorFactored,response,2,2000,100,5,5.123991980000937e-06,1.128095175359344e-06,cpu,True,
DeepDFAMonitorFactored,response,2,3000,100,5,4.679514831999162e-06,3.3188802264548846e-07,cpu,True,
DeepDFAMonitorFactored,response,2,4000,100,5,5.544825462999142e-06,1.0737525326119188e-06,cpu,True,
DeepDFAMonitorFactored,response,2,5000,100,5,5.359538849999807e-06,1.0553053252470745e-06,cpu,True,
DeepDFAMonitorFactored,response,2,6000,100,5,5.215704834999391e-06,8.543415239097872e-07,cpu,True,
DeepDFAMonitorFactored,response,2,7000,100,5,5.0911130208561585e-06,9.033596717869972e-07,cpu,True,
DeepDFAMonitorFactored,response,2,8000,100,5,5.5146929052498306e-06,9.40596588174898e-07,cpu,True,
DeepDFAMonitorFactored,response,2,9000,100,5,5.306949403333419e-06,1.006125215321308e-06,cpu,True,
DeepDFAMonitorFactored,response,2,10000,100,5,5.2841244615996405e-06,8.796487521804174e-07,cpu,True,
DeepDFAMonitorScan,response,2,1000,100,5,3.7764289520055175e-06,6.051114387628946e-08,cpu,True,
DeepDFAMonitorScan,response,2,2000,100,5,3.83109517199955e-06,3.4662085203273515e-08,cpu,True,
DeepDFAMonitorScan,response,2,3000,100,5,4.84680036266703e-06,1.241644749413245e-06,cpu,True,
DeepDFAMonitorScan,response,2,4000,100,5,4.8439430014996105e-06,1.1518144538457835e-06,cpu,True,
DeepDFAMonitorScan,response,2,5000,100,5,4.579450683199685e-06,1.003751708434127e-06,cpu,True,
DeepDFAMonitorScan,response,2,6000,100,5,4.479834192334239e-06,7.485309376165383e-07,cpu,True,
DeepDFAMonitorScan,response,2,7000,100,5,4.425079689714558e-06,1.0180326243965285e-06,cpu,True,
DeepDFAMonitorScan,response,2,8000,100,5,4.627232192499378e-06,7.186587682129873e-07,cpu,True,
DeepDFAMonitorScan,response,2,9000,100,5,4.301872848888808e-06,7.318395475806111e-07,cpu,True,
DeepDFAMonitorScan,response,2,10000,100,5,4.300663586000155e-06,4.5890517646966955e-07,cpu,True,
