monitor_name,formula_name,n_leaves,trace_length,n_traces,n_repeats,mean_s_per_cell,std_s_per_cell,device,early_termination,gpu_name
DeepDFAMonitorScan,response,2,1000,100,5,3.1875181360001077e-06,8.209422888937966e-08,cuda,True,Tesla T4
DeepDFAMonitorScan,response,2,2000,100,5,4.153996480999922e-06,8.642500956499224e-07,cuda,True,Tesla T4
DeepDFAMonitorScan,response,2,3000,100,5,3.1633553866662022e-06,3.4375096737689046e-08,cuda,True,Tesla T4
DeepDFAMonitorScan,response,2,4000,100,5,3.851082468999721e-06,8.167662688611648e-07,cuda,True,Tesla T4
DeepDFAMonitorScan,response,2,5000,100,5,3.699311487199702e-06,6.404418153723225e-07,cuda,True,Tesla T4
DeepDFAMonitorScan,response,2,6000,100,5,3.6248581606666146e-06,7.974563959445312e-07,cuda,True,Tesla T4
DeepDFAMonitorScan,response,2,7000,100,5,3.528848722857089e-06,4.771560581631673e-07,cuda,True,Tesla T4
DeepDFAMonitorScan,response,2,8000,100,5,3.486476108750026e-06,5.334952065559108e-07,cuda,True,Tesla T4
DeepDFAMonitorScan,response,2,9000,100,5,3.504914273111151e-06,4.028499583990798e-07,cuda,True,Tesla T4
DeepDFAMonitorScan,response,2,10000,100,5,3.4281901675997693e-06,3.638073240330558e-07,cuda,True,Tesla T4
