monitor_name,formula_name,n_leaves,trace_length,n_traces,n_repeats,mean_s_per_cell,std_s_per_cell,device,early_termination,gpu_name
DeepDFAMonitor,ijcnn_n8,8,1000,512,7,1.9468926141182103e-06,5.744626015126923e-07,cuda,False,Tesla T4
DeepDFAMonitor,ijcnn_n8,8,1000,1024,7,1.6152076085379338e-06,4.2416848288590585e-07,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,1,7,0.0002701673738572156,2.2917943592966096e-05,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,2,7,0.00010189440857142731,3.4885112702444755e-06,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,4,7,5.037347578572085e-05,1.7033820749233284e-06,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,8,7,3.6052649589269744e-05,2.5239518123921923e-06,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,16,7,1.3790576357146327e-05,7.015518101856746e-07,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,32,7,7.812721267857877e-06,2.530855368327874e-07,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,64,7,6.3190031004469105e-06,9.076031213185596e-07,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,128,7,2.7821230569189077e-06,5.252165980639044e-08,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,256,7,2.889915882254306e-06,7.7209557234767e-07,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,512,7,2.1718738694195747e-06,6.111831686050436e-07,cuda,False,Tesla T4
DeepDFAMonitorFactored,ijcnn_n8,8,1000,1024,7,1.7327646459261991e-06,4.2020225600792404e-07,cuda,False,Tesla T4
