schema_version,run_id,cell_id,panel,formula_id,formula_family,parameters_json,tree_shape,monitor_id,monitor_name,backend,requested_device,effective_device,trace_seed,repetition,trace_length,batch_size,warmup_iterations,inner_iterations,status,duration_s_per_batch,duration_s_per_trace,duration_s_per_cell,throughput_traces_s,estimated_scan_stack_bytes,warnings_json,failure_reason
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_flat::r0::l32::b1,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,1201,0,32,1,2,22,success,0.004070716181807008,0.004070716181807008,0.000127209880681469,245.65701840605743,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_flat::r0::l32::b64,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,1201,0,32,64,2,6,success,0.016261185166513314,0.00025408101822677054,7.94003181958658e-06,3935.752489418502,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_flat::r1::l32::b1,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,2309,1,32,1,2,10,success,0.005458886199994595,0.005458886199994595,0.0001705901937498311,183.1875520689532,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_flat::r1::l32::b64,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,2309,1,32,64,2,4,success,0.014543028750267695,0.00022723482422293273,7.101088256966648e-06,4400.733925443278,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_flat::r2::l32::b1,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,3413,2,32,1,2,11,success,0.004911574909122216,0.004911574909122216,0.00015348671591006925,203.600681757436,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_flat::r2::l32::b64,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,3413,2,32,64,2,3,success,0.016672588333070355,0.0002605091927042243,8.140912272007009e-06,3838.636132642641,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_flat::r3::l32::b1,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,4517,3,32,1,2,13,success,0.004595546923015858,0.004595546923015858,0.00014361084134424556,217.60195614404552,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_flat::r3::l32::b64,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,4517,3,32,64,2,4,success,0.01396805674994539,0.00021825088671789672,6.8203402099342725e-06,4581.882873596588,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_flat::r4::l32::b1,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,5623,4,32,1,2,11,success,0.004792893818045162,0.004792893818045162,0.00014977793181391132,208.64221866026267,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_flat::r4::l32::b64,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,5623,4,32,64,2,6,success,0.014209596166741298,0.00022202494010533277,6.938279378291649e-06,4503.998512624669,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_structured::r0::l32::b1,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,1201,0,32,1,2,4,success,0.021581448500000988,0.021581448500000988,0.0006744202656250309,46.3360927789418,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_structured::r0::l32::b64,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,1201,0,32,64,2,1,success,0.060986305001279106,0.000952911015644986,2.9778469238905814e-05,1049.415930324975,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_structured::r1::l32::b1,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,2309,1,32,1,2,2,success,0.026056239501485834,0.026056239501485834,0.0008142574844214323,38.37852349887158,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_structured::r1::l32::b64,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,2309,1,32,64,2,1,success,0.05549079900083598,0.0008670437343880621,2.7095116699626942e-05,1153.3443589276094,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_structured::r2::l32::b1,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,3413,2,32,1,2,4,success,0.022445961500125122,0.022445961500125122,0.0007014362968789101,44.551444142610045,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_structured::r2::l32::b64,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,3413,2,32,64,2,1,success,0.0527601030007645,0.0008243766093869453,2.5761769043342042e-05,1213.0378138017022,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_structured::r3::l32::b1,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,4517,3,32,1,2,2,success,0.025772810498892795,0.025772810498892795,0.0008054003280903999,38.800580171221924,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_structured::r3::l32::b64,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,4517,3,32,64,2,1,success,0.050797689000319224,0.0007937138906299879,2.480355908218712e-05,1259.8998351991527,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_structured::r4::l32::b1,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,5623,4,32,1,2,4,success,0.022790651999457623,0.022790651999457623,0.0007122078749830507,43.87763895582269,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n4::rulerunner_original_structured::r4::l32::b64,tree_shape,ijcnn_balanced_n4,ijcnn,"{""n_atoms"": 4}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,5623,4,32,64,2,2,success,0.05789207800080476,0.0009045637187625744,2.826761621133045e-05,1105.505316273331,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_flat::r0::l32::b1,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,1201,0,32,1,2,24,success,0.0037820692500645237,0.0037820692500645237,0.00011818966406451636,264.4055235061969,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_flat::r0::l32::b64,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,1201,0,32,64,2,8,success,0.012935340750118485,0.00020211469922060132,6.316084350643791e-06,4947.685664903244,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_flat::r1::l32::b1,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,2309,1,32,1,2,20,success,0.004302143299901218,0.004302143299901218,0.00013444197812191306,232.44228057744175,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_flat::r1::l32::b64,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,2309,1,32,64,2,8,success,0.015387849000035203,0.00024043514062555005,7.513598144548439e-06,4159.12581413124,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_flat::r2::l32::b1,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,3413,2,32,1,2,13,success,0.003855772076908929,0.003855772076908929,0.00012049287740340403,259.3514295071284,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_flat::r2::l32::b64,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,3413,2,32,64,2,4,success,0.03782866725032363,0.0005910729257863068,1.8471028930822087e-05,1691.8386147863157,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_flat::r3::l32::b1,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,4517,3,32,1,2,14,success,0.00392300292852659,0.00392300292852659,0.00012259384151645593,254.9067686716161,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_flat::r3::l32::b64,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,4517,3,32,64,2,4,success,0.01447561975055578,0.00022618155860243405,7.068173706326064e-06,4421.22693900845,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_flat::r4::l32::b1,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,5623,4,32,1,2,12,success,0.004350588499922499,0.004350588499922499,0.0001359558906225781,229.8539611406167,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_flat::r4::l32::b64,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,5623,4,32,64,2,6,success,0.011950050333325635,0.00018671953645821304,5.8349855143191576e-06,5355.625977701564,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_structured::r0::l32::b1,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,1201,0,32,1,2,4,success,0.022774134749852237,0.022774134749852237,0.0007116917109328824,43.90946180760998,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_structured::r0::l32::b64,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,1201,0,32,64,2,1,success,0.05742628100051661,0.000897285640633072,2.80401762697835e-05,1114.4723092798617,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_structured::r1::l32::b1,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,2309,1,32,1,2,4,success,0.02264431200001127,0.02264431200001127,0.0007076347500003521,44.16120039326001,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_structured::r1::l32::b64,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,2309,1,32,64,2,1,success,0.05544784299854655,0.0008663725468522898,2.7074142089134057e-05,1154.2378664157889,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_structured::r2::l32::b1,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,3413,2,32,1,2,4,success,0.023829825499888102,0.023829825499888102,0.0007446820468715032,41.9642183281911,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_structured::r2::l32::b64,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,3413,2,32,64,2,1,success,0.060269208002864616,0.0009417063750447596,2.9428324220148738e-05,1061.9021241652629,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_structured::r3::l32::b1,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,4517,3,32,1,2,2,success,0.029898438499003532,0.029898438499003532,0.0009343262030938604,33.446562770605176,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_structured::r3::l32::b64,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,4517,3,32,64,2,1,success,0.06566965999809327,0.0010260884374702073,3.206526367094398e-05,974.5748645852325,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_structured::r4::l32::b1,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,5623,4,32,1,2,2,success,0.0334707409983821,0.0334707409983821,0.0010459606561994406,29.876840792031995,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n4::rulerunner_original_structured::r4::l32::b64,tree_shape,ijcnn_left_deep_n4,ijcnn,"{""n_atoms"": 4}",left_deep,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,5623,4,32,64,2,1,success,0.0599600149980688,0.000936875234344825,2.927735107327578e-05,1067.377985179979,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_flat::r0::l32::b1,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,1201,0,32,1,2,9,success,0.006058071222165988,0.006058071222165988,0.00018931472569268712,165.06903985233478,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_flat::r0::l32::b64,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,1201,0,32,64,2,2,success,0.026414670999656664,0.0004127292343696354,1.2897788574051106e-05,2422.8959732578865,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_flat::r1::l32::b1,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,2309,1,32,1,2,8,success,0.008448473250155075,0.008448473250155075,0.0002640147890673461,118.36458143270379,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_flat::r1::l32::b64,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,2309,1,32,64,2,4,success,0.022692091500175593,0.00035456392969024364,1.1080122802820114e-05,2820.3658529891245,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_flat::r2::l32::b1,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,3413,2,32,1,2,14,success,0.0076516185714094066,0.0076516185714094066,0.00023911308035654395,130.6913028488563,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_flat::r2::l32::b64,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,3413,2,32,64,2,2,success,0.035510654999598046,0.0005548539843687195,1.7339187011522483e-05,1802.2759647977327,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_flat::r3::l32::b1,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,4517,3,32,1,2,10,success,0.006941889000154333,0.006941889000154333,0.0002169340312548229,144.05300919933578,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_flat::r3::l32::b64,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,4517,3,32,64,2,4,success,0.021950620250208885,0.00034297844140951383,1.0718076294047307e-05,2915.6351515575498,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_flat::r4::l32::b1,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,5623,4,32,1,2,12,success,0.007820100999803495,0.007820100999803495,0.0002443781562438592,127.87558626482294,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_flat::r4::l32::b64,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,5623,4,32,64,2,4,success,0.02430022899989126,0.00037969107812330094,1.1865346191353154e-05,2633.7200361480704,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_structured::r0::l32::b1,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,1201,0,32,1,2,2,success,0.05775506050122203,0.05775506050122203,0.0018048456406631885,17.314500085734323,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_structured::r0::l32::b64,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,1201,0,32,64,2,1,success,0.14333951900334796,0.002239679984427312,6.99899995133535e-05,446.4923591553643,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_structured::r1::l32::b1,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,2309,1,32,1,2,1,success,0.055641289000050165,0.055641289000050165,0.0017387902812515676,17.97226516443748,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_structured::r1::l32::b64,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,2309,1,32,64,2,1,success,0.15274275499905343,0.00238660554686021,7.458142333938156e-05,419.00514365081744,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_structured::r2::l32::b1,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,3413,2,32,1,2,1,success,0.05295425899748807,0.05295425899748807,0.0016548205936715021,18.884222325676124,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_structured::r2::l32::b64,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,3413,2,32,64,2,1,success,0.1510265429969877,0.002359789734327933,7.37434291977479e-05,423.76656930614183,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_structured::r3::l32::b1,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,4517,3,32,1,2,2,success,0.049823880499388906,0.049823880499388906,0.0015569962656059033,20.07069682202423,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_structured::r3::l32::b64,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,4517,3,32,64,2,1,success,0.14490340299744275,0.002264115671835043,7.07536147448451e-05,441.67354717769786,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_structured::r4::l32::b1,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,5623,4,32,1,2,2,success,0.04866668899921933,0.04866668899921933,0.0015208340312256041,20.547935776276894,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_balanced_n8::rulerunner_original_structured::r4::l32::b64,tree_shape,ijcnn_balanced_n8,ijcnn,"{""n_atoms"": 8}",balanced,rulerunner_original_structured,StructuredRuleRunnerMonitor,module_scheduled_cilp,cpu,cpu,5623,4,32,64,2,1,success,0.15070788999946672,0.0023548107812416674,7.358783691380211e-05,424.6625707534388,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n8::rulerunner_original_flat::r0::l32::b1,tree_shape,ijcnn_left_deep_n8,ijcnn,"{""n_atoms"": 8}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,1201,0,32,1,2,12,success,0.00740507058314203,0.00740507058314203,0.00023140845572318844,135.04260206196335,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n8::rulerunner_original_flat::r0::l32::b64,tree_shape,ijcnn_left_deep_n8,ijcnn,"{""n_atoms"": 8}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,1201,0,32,64,2,2,success,0.02830050000011397,0.0004421953125017808,1.381860351568065e-05,2261.444144087287,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n8::rulerunner_original_flat::r1::l32::b1,tree_shape,ijcnn_left_deep_n8,ijcnn,"{""n_atoms"": 8}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,2309,1,32,1,2,14,success,0.008342716642800951,0.008342716642800951,0.00026070989508752973,119.86503231689095,,[],
rq3.v1,0fa12163-ecac-4e16-84e9-78c19bb7291b,tree_shape::ijcnn_left_deep_n8::rulerunner_original_flat::r1::l32::b64,tree_shape,ijcnn_left_deep_n8,ijcnn,"{""n_atoms"": 8}",left_deep,rulerunner_original_flat,RuleRunnerMonitor,flat_cilp,cpu,cpu,2309,1,32,64,2,2,success,0.02585042750069988,0.0004039129296984356,1.2622279053076113e-05,2475.7811064543225,,[],
